id,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.city,location.zip_code,location.country,location.state,category
draes-lake-route-seattle,Drae's Lake Route,https://s3-media2.fl.yelpcdn.com/bphoto/_uv8-gppu-1u4hw-wjtYkg/o.jpg,FALSE,https://www.yelp.com/biz/draes-lake-route-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,67,4.5,$,12067229464,(206) 722-9464,5073.076463,47.51983,-122.26193,9261 57th Ave S,Seattle,98118,US,WA,NA
med-mix-seattle-3,Med Mix,https://s3-media1.fl.yelpcdn.com/bphoto/sJglO0FfLi9fZ8KLmnWDqQ/o.jpg,FALSE,https://www.yelp.com/biz/med-mix-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,8,5,$,12063255642,(206) 325-5642,6214.147149,47.59946,-122.30302,2204 S Jackson St,Seattle,98144,US,WA,mediterranean
marco-polo-bar-and-grill-seattle,Marco Polo Bar & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/lQNnefs1xGIp7f1qNpHv_w/o.jpg,FALSE,https://www.yelp.com/biz/marco-polo-bar-and-grill-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,179,4,$,12067623964,(206) 762-3964,1186.065591,47.55209,-122.32984,5613 4th Ave S,Seattle,98108,US,WA,NA
little-chengdu-seattle,Little Chengdu,https://s3-media3.fl.yelpcdn.com/bphoto/clnCvZ8mQs7bmMxqJUiZxA/o.jpg,FALSE,https://www.yelp.com/biz/little-chengdu-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,11,4,NA,12067609263,(206) 760-9263,3772.771666,47.57473,-122.29574,2815 S Hanford St,Seattle,98144,US,WA,NA
billiard-hoang-seattle-2,Billiard Hoang,https://s3-media3.fl.yelpcdn.com/bphoto/HHwcDHWVTaJMUMSEd8aS4g/o.jpg,FALSE,https://www.yelp.com/biz/billiard-hoang-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,112,4.5,$,12067232054,(206) 723-2054,2557.101987,47.5573,-122.29015,3220 S Hudson St,Seattle,98118,US,WA,vietnamese
noble-barton-seattle-2,Noble Barton,https://s3-media4.fl.yelpcdn.com/bphoto/wPm0Uk7hDrK4cBrZwS8f2g/o.jpg,FALSE,https://www.yelp.com/biz/noble-barton-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,215,4.5,$$,12064207574,(206) 420-7574,4193.604525,47.5162,-122.35556,9635 16th Ave SW,Seattle,98106,US,WA,NA
backyard-seattle,Backyard,https://s3-media1.fl.yelpcdn.com/bphoto/QgTo8MJkOTB4T7WG3uhyeQ/o.jpg,FALSE,https://www.yelp.com/biz/backyard-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,21,4,$$,12064661475,(206) 466-1475,2990.994338,47.558,-122.28411,3820 S Ferdinand St,Seattle,98118,US,WA,NA
geraldines-counter-seattle-2,Geraldine's Counter,https://s3-media2.fl.yelpcdn.com/bphoto/IOczfghNEKyXPIizJD1Z5A/o.jpg,FALSE,https://www.yelp.com/biz/geraldines-counter-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,991,4,$$,12067232080,(206) 723-2080,2947.421731,47.5580008,-122.2848526,4872 Rainier Ave S,Seattle,98118,US,WA,NA
carnitas-michoacan-seattle-2,Carnitas Michoacan,https://s3-media3.fl.yelpcdn.com/bphoto/qNkpvElHt5is4Qc1aenMYQ/o.jpg,FALSE,https://www.yelp.com/biz/carnitas-michoacan-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,37,4.5,$,12063233688,(206) 323-3688,4045.912209,47.58083,-122.31394,2503 Beacon Ave S,Seattle,98144,US,WA,NA
lucky-chinese-restaurant-seattle,Lucky Chinese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/8zer1S2xW3TdXGO9CW21eg/o.jpg,FALSE,https://www.yelp.com/biz/lucky-chinese-restaurant-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,80,4,$,12067620676,(206) 762-0676,1095.565319,47.55081,-122.32995,5807 4th Ave S,Seattle,98108,US,WA,chinese
khao-san-road-thai-cuisine-seattle,Khao San Road Thai Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/rbsBlqUw3WnpAKC5yW41nQ/o.jpg,FALSE,https://www.yelp.com/biz/khao-san-road-thai-cuisine-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,47,4,$$,12067646002,(206) 764-6002,528.0583216,47.5483997,-122.3213549,5963 Corson Ave S,Seattle,98108,US,WA,thai
la-teranga-seattle,La Teranga,https://s3-media4.fl.yelpcdn.com/bphoto/OvRiptkwLydTgEQBhPbz1w/o.jpg,FALSE,https://www.yelp.com/biz/la-teranga-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,162,4.5,$$,12067251188,(206) 725-1188,2924.104886,47.55770423,-122.2850492,4903 1/2 Rainier Ave S,Seattle,98118,US,WA,NA
reckless-noodle-house-seattle-2,Reckless Noodle House,https://s3-media3.fl.yelpcdn.com/bphoto/SdjLsyM7uR5d7cTdWm9boA/o.jpg,FALSE,https://www.yelp.com/biz/reckless-noodle-house-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,21,4.5,$$,12063295499,(206) 329-5499,6242.630231,47.5991,-122.29906,2519 S Jackson St,Seattle,98144,US,WA,NA
chicken-express-seattle-2,Chicken Express,https://s3-media1.fl.yelpcdn.com/bphoto/Ac5CiJ4I7XUPe84fKGqQpQ/o.jpg,FALSE,https://www.yelp.com/biz/chicken-express-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,21,4.5,$,12067087417,(206) 708-7417,3580.865618,47.57111,-122.29126,3621 33rd Ave S,Seattle,98144,US,WA,NA
tilikum-place-cafe-seattle-3,Tilikum Place Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/M9PnlH68RFuTBF3NSEnTTw/o.jpg,FALSE,https://www.yelp.com/biz/tilikum-place-cafe-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1487,4.5,$$,12062824830,(206) 282-4830,1299.213371,47.61787,-122.34751,407 Cedar St,Seattle,98121,US,WA,NA
zheng-cafe-seattle-2,Zheng Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/yqAr18IX2JxoWag4CjKW4g/o.jpg,FALSE,https://www.yelp.com/biz/zheng-cafe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,28,5,$$,12065882882,(206) 588-2882,987.7930691,47.62071,-122.34476,230 6th Ave N,Seattle,98109,US,WA,chinese
cafe-anclair-seattle,Cafe An'Clair,https://s3-media4.fl.yelpcdn.com/bphoto/3FadVWi1Lel1aAI4EHjXZg/o.jpg,FALSE,https://www.yelp.com/biz/cafe-anclair-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,20,5,$$,,,1056.50214,47.62099479,-122.3399717,826 Thomas St,Seattle,98109,US,WA,NA
qq-taiwanese-bites-seattle,QQ Taiwanese Bites,https://s3-media4.fl.yelpcdn.com/bphoto/TzMBaFRyqoQt0s4rXbH0FA/o.jpg,FALSE,https://www.yelp.com/biz/qq-taiwanese-bites-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,5,4.5,NA,12064203408,(206) 420-3408,1431.294362,47.6168928,-122.3425535,2325 6th Ave,Seattle,98121,US,WA,chinese
toulouse-petit-kitchen-and-lounge-seattle,Toulouse Petit Kitchen & Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/UmEDw1vIvHMNagxlZspJ9A/o.jpg,FALSE,https://www.yelp.com/biz/toulouse-petit-kitchen-and-lounge-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,3278,4,$$,12064329069,(206) 432-9069,973.3716108,47.624851,-122.357127,601 Queen Anne Ave N,Seattle,98109,US,WA,cajun
crow-seattle,Crow,https://s3-media1.fl.yelpcdn.com/bphoto/woD4GzR78vnhHAHqb3F1WA/o.jpg,FALSE,https://www.yelp.com/biz/crow-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,515,4,$$,12062838800,(206) 283-8800,306.7026417,47.62702,-122.34783,823 5th Ave N,Seattle,98109,US,WA,NA
meekong-bar-seattle-4,Meekong Bar,https://s3-media3.fl.yelpcdn.com/bphoto/ntU_AqgzPNQV7VLhvPmA1Q/o.jpg,FALSE,https://www.yelp.com/biz/meekong-bar-seattle-4?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,268,4.5,$$,12062571030,(206) 257-1030,1420.297296,47.61677008,-122.3468691,2525 4th Ave,Seattle,98121,US,WA,vietnamese
tacos-chukis-seattle-5,Tacos Chukis,https://s3-media1.fl.yelpcdn.com/bphoto/h752zyI1uO2zd2NnV22UOQ/o.jpg,FALSE,https://www.yelp.com/biz/tacos-chukis-seattle-5?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,144,4.5,$,12062489317,(206) 248-9317,411.605637,47.62703361,-122.3421032,832 Dexter Ave N,Seattle,98109,US,WA,NA
list-seattle,List,https://s3-media1.fl.yelpcdn.com/bphoto/1SAsDex924II8SouZwGzAw/o.jpg,FALSE,https://www.yelp.com/biz/list-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1487,4.5,$$,12064411000,(206) 441-1000,1805.565996,47.61334,-122.34587,2226 1st Ave,Seattle,98121,US,WA,italian
cask-and-trotter-seattle-2,Cask & Trotter,https://s3-media2.fl.yelpcdn.com/bphoto/zS0SuhIfnKG6A5IZ7bvyQQ/o.jpg,FALSE,https://www.yelp.com/biz/cask-and-trotter-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,447,4,$$,12064534756,(206) 453-4756,663.6780751,47.626012,-122.3390033,711 Westlake Ave N,Seattle,98109,US,WA,NA
the-toledo-seattle,The Toledo,https://s3-media3.fl.yelpcdn.com/bphoto/4zBcoEdn9DYr8qcCHmmH3g/o.jpg,FALSE,https://www.yelp.com/biz/the-toledo-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,31,4.5,$,12063973385,(206) 397-3385,575.0573766,47.63389734,-122.3420337,1628 Dexter Ave N,Seattle,98109,US,WA,NA
côba-seattle-2,CÔBA,https://s3-media3.fl.yelpcdn.com/bphoto/e7C2dGWTMf2J8FoWPOFviQ/o.jpg,FALSE,https://www.yelp.com/biz/c%C3%B4ba-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,101,4,$$,12062836614,(206) 283-6614,898.4569468,47.62411,-122.35523,530 1st Ave N,Seattle,98109,US,WA,vietnamese
le-messe-seattle-2,Le Messe,https://s3-media2.fl.yelpcdn.com/bphoto/XdV8Lk5RLj8NKcMjCA80XQ/o.jpg,FALSE,https://www.yelp.com/biz/le-messe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,19,4.5,NA,12064026106,(206) 402-6106,1663.310009,47.63568,-122.32591,1823 Eastlake Ave E,Seattle,98102,US,WA,italian
karaage-setsuna-seattle,Karaage Setsuna,https://s3-media3.fl.yelpcdn.com/bphoto/DU7Vfc6Cey7EVBsD-tX4Rw/o.jpg,FALSE,https://www.yelp.com/biz/karaage-setsuna-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,114,4.5,$$,12064483595,(206) 448-3595,1622.347549,47.61493,-122.34756,2421 2nd Ave,Seattle,98121,US,WA,japanese
koba-ethiopian-seattle,KOBA Ethiopian,https://s3-media2.fl.yelpcdn.com/bphoto/lfmC3ro8JBK6P5rbUDxUbg/o.jpg,FALSE,https://www.yelp.com/biz/koba-ethiopian-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,11,4.5,$$,12065367444,(206) 536-7444,951.3020388,47.62397,-122.355796,521 1st Ave N,Seattle,98109,US,WA,NA
its-bao-time-seattle,It's Bao Time,https://s3-media4.fl.yelpcdn.com/bphoto/_9jk2-GfFW-34tSd5vDFrw/o.jpg,FALSE,https://www.yelp.com/biz/its-bao-time-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,58,4,$,12062272815,(206) 227-2815,82.62851147,47.63215,-122.34651,NA,Seattle,98109,US,WA,NA
how-to-cook-a-wolf-seattle,How To Cook a Wolf,https://s3-media2.fl.yelpcdn.com/bphoto/Caop9DmcxXxjTWzs7g5wOw/o.jpg,FALSE,https://www.yelp.com/biz/how-to-cook-a-wolf-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,792,4,$$$,12068388090,(206) 838-8090,1284.462825,47.63854027,-122.3568877,2208 Queen Anne Ave N,Seattle,98109,US,WA,italian
taylor-shellfish-oyster-bar-seattle,Taylor Shellfish Oyster Bar,https://s3-media1.fl.yelpcdn.com/bphoto/8E1SBq8RjNiufck68rrIQA/o.jpg,FALSE,https://www.yelp.com/biz/taylor-shellfish-oyster-bar-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,452,4,$$,12065014442,(206) 501-4442,928.3851128,47.6232809,-122.354362,124 Republican St,Seattle,98109,US,WA,NA
dukes-seafood-and-chowder-seattle-3,Duke's Seafood & Chowder,https://s3-media2.fl.yelpcdn.com/bphoto/Me0zfgUdP9uGx419LDTv8w/o.jpg,FALSE,https://www.yelp.com/biz/dukes-seafood-and-chowder-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,559,4,$$,12063829963,(206) 382-9963,933.9909949,47.62802606,-122.3338922,901 Fairview Ave N,Seattle,98109,US,WA,NA
5-spot-seattle,5 Spot,https://s3-media4.fl.yelpcdn.com/bphoto/BPSgJ395l9GymFeIjOV9MQ/o.jpg,FALSE,https://www.yelp.com/biz/5-spot-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1001,4,$$,12062857768,(206) 285-7768,858.1703215,47.63253,-122.35672,1502 Queen Anne Ave N,Seattle,98109,US,WA,NA
the-golden-olive-seattle-2,The Golden Olive,https://s3-media1.fl.yelpcdn.com/bphoto/7lwmJAwaY5kZ_RN5JrrvDw/o.jpg,FALSE,https://www.yelp.com/biz/the-golden-olive-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,241,4.5,$,12062164674,(206) 216-4674,1027.271681,47.6239613,-122.3570864,521 Queen Anne Ave N,Seattle,98109,US,WA,mediterranean
pike-place-chowder-seattle,Pike Place Chowder,https://s3-media3.fl.yelpcdn.com/bphoto/ijju-wYoRAxWjHPTCxyQGQ/o.jpg,FALSE,https://www.yelp.com/biz/pike-place-chowder-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,5438,4.5,$$,12062672537,(206) 267-2537,2268.275443,47.609411,-122.341191,1530 Post Aly,Seattle,98101,US,WA,NA
atlas-kitchen-and-lounge-seattle,Atlas Kitchen & Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/-sl2DKZ6Hw9Z1Q9yXYFW9w/o.jpg,FALSE,https://www.yelp.com/biz/atlas-kitchen-and-lounge-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,71,4,$$,12064024230,(206) 402-4230,943.1011162,47.6252493,-122.3570141,621 1/2 Queen Anne Ave N,Seattle,98109,US,WA,NA
witness-seattle,Witness,https://s3-media3.fl.yelpcdn.com/bphoto/mxtfTRbu0_TTnS39whLxdg/o.jpg,FALSE,https://www.yelp.com/biz/witness-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,641,4.5,$$,12063290248,(206) 329-0248,2060.854509,47.62255081,-122.3206805,410 Broadway E,Seattle,98102,US,WA,NA
citizen-seattle,Citizen,https://s3-media1.fl.yelpcdn.com/bphoto/6sRHsY5k4gOCoq-w3pgkxQ/o.jpg,FALSE,https://www.yelp.com/biz/citizen-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,783,4,$$,12062841015,(206) 284-1015,426.591585,47.6257499,-122.34588,706 Taylor Ave N,Seattle,98109,US,WA,NA
serious-pie-and-biscuit-seattle-6,Serious Pie & Biscuit,https://s3-media1.fl.yelpcdn.com/bphoto/ff2pjzuF7J2E3__Q4zMemw/o.jpg,FALSE,https://www.yelp.com/biz/serious-pie-and-biscuit-seattle-6?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1440,4,$$,12064360050,(206) 436-0050,993.2028348,47.62216559,-122.3386624,401 Westlake Ave N,Seattle,98109,US,WA,NA
dexter-brewhouse-seattle-2,Dexter Brewhouse,https://s3-media1.fl.yelpcdn.com/bphoto/WOF4gXuZruf8KSOwL3HuWQ/o.jpg,FALSE,https://www.yelp.com/biz/dexter-brewhouse-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,10,4,$$,12064031228,(206) 403-1228,388.8067792,47.62698565,-122.3426007,803 Dexter Ave N,Seattle,98109,US,WA,NA
petra-mediterranean-bistro-seattle,Petra Mediterranean Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/DfC-YGSpy0noNeS3xqDnSA/o.jpg,FALSE,https://www.yelp.com/biz/petra-mediterranean-bistro-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,860,4.5,$$,12067285389,(206) 728-5389,1429.125191,47.61669,-122.34653,2501 4th Ave,Seattle,98121,US,WA,mediterranean
radiator-whiskey-seattle,Radiator Whiskey,https://s3-media2.fl.yelpcdn.com/bphoto/A3x035N72PjqAQ7MIf2kAQ/o.jpg,FALSE,https://www.yelp.com/biz/radiator-whiskey-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,961,4.5,$$,12064674268,(206) 467-4268,2336.29778,47.60888,-122.34036,94 Pike St,Seattle,98101,US,WA,NA
pho-viet-anh-seattle,Pho Viet Anh,https://s3-media3.fl.yelpcdn.com/bphoto/sj-AzJQf71Ytl1pCpfC4Rg/o.jpg,FALSE,https://www.yelp.com/biz/pho-viet-anh-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,555,4,$,12063521881,(206) 352-1881,490.5178942,47.6256,-122.34926,372 Roy St,Seattle,98109,US,WA,vietnamese
biscuit-bitch-seattle-9,Biscuit Bitch,https://s3-media2.fl.yelpcdn.com/bphoto/aRhATcNpf8KVMvZzslR3vw/o.jpg,FALSE,https://www.yelp.com/biz/biscuit-bitch-seattle-9?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,616,4.5,$,12067282219,(206) 728-2219,1624.448813,47.61493045,-122.3455604,2303 3rd Ave,Seattle,98121,US,WA,NA
chan-seattle-seattle-2,Chan Seattle,https://s3-media4.fl.yelpcdn.com/bphoto/GW_ZhVgN9AFy6R7uJwB8Ig/o.jpg,FALSE,https://www.yelp.com/biz/chan-seattle-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,670,4.5,$$,12064435443,(206) 443-5443,2213.554429,47.60988235,-122.3414383,86 Pine St,Seattle,98101,US,WA,NA
revel-seattle-2,Revel,https://s3-media4.fl.yelpcdn.com/bphoto/V-uEO98-lDaDOq8tdOB-xQ/o.jpg,FALSE,https://www.yelp.com/biz/revel-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,6,4,NA,12065472040,(206) 547-2040,869.7667412,47.62360403,-122.3385847,513 Westlake Ave N,Seattle,98109,US,WA,NA
some-random-bar-seattle,Some Random Bar,https://s3-media4.fl.yelpcdn.com/bphoto/jDRdtcY6XcASDW9jUXE5lQ/o.jpg,FALSE,https://www.yelp.com/biz/some-random-bar-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,711,4.5,$$,,,1584.182992,47.615501,-122.3498022,2604 1st Ave,Seattle,98121,US,WA,NA
shiros-seattle,Shiro's,https://s3-media3.fl.yelpcdn.com/bphoto/f10Z1r4_R95ylcZwUS3LRA/o.jpg,FALSE,https://www.yelp.com/biz/shiros-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1747,4.5,$$$,12064439844,(206) 443-9844,1643.12578,47.61477822,-122.3473271,2401 2nd Ave,Seattle,98121,US,WA,japanese
eden-hill-seattle,Eden Hill,https://s3-media2.fl.yelpcdn.com/bphoto/10j9t6n1lFTwV5UXrG55bQ/o.jpg,FALSE,https://www.yelp.com/biz/eden-hill-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,137,4.5,$$$$,12067086836,(206) 708-6836,1303.923059,47.63876,-122.35715,2209 Queen Anne Ave N,Seattle,98109,US,WA,NA
pung-kang-noodle-place-seattle,Pung Kang Noodle Place,https://s3-media1.fl.yelpcdn.com/bphoto/Ry0zAEBhvEBcXXPDkWQkVg/o.jpg,FALSE,https://www.yelp.com/biz/pung-kang-noodle-place-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,112,4,$$,12062843700,(206) 284-3700,1021.430881,47.62390468,-122.3569239,517 Queen Anne Ave N,Seattle,98109,US,WA,thai
swel-seattle,SWeL,https://s3-media4.fl.yelpcdn.com/bphoto/MGZUkSgksayiX6f9bZ-w5w/o.jpg,FALSE,https://www.yelp.com/biz/swel-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,89,4.5,$$,12064589815,(206) 458-9815,2383.758449,47.65064972,-122.3516469,3417 Evanston Ave N,Seattle,98103,US,WA,NA
the-white-swan-public-house-seattle-2,The White Swan Public House,https://s3-media2.fl.yelpcdn.com/bphoto/pJidbH3VR9Ryk7F8SlTu4w/o.jpg,FALSE,https://www.yelp.com/biz/the-white-swan-public-house-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,125,4,$$,12065882680,(206) 588-2680,1074.511528,47.62881851,-122.331749,1001 Fairview Ave N,Seattle,98109,US,WA,NA
